timestamp,predicted_latency_ms
2026-02-25 06:05:00,24.996998941993525
2026-02-25 06:10:00,24.82482761740689
2026-02-25 06:15:00,24.652028835023213
2026-02-25 06:20:00,24.478885408453348
2026-02-25 06:25:00,24.305692000012904
2026-02-25 06:30:00,24.13275318367803
2026-02-25 06:35:00,23.96038145647759
2026-02-25 06:40:00,23.78889520900063
2026-02-25 06:45:00,23.618616673563924
2026-02-25 06:50:00,23.449869865992564
2026-02-25 06:55:00,23.28297853451916
2026-02-25 07:00:00,23.118264132974538
2026-02-25 07:05:00,22.956043832035984
2026-02-25 07:10:00,22.796628584601823
2026-02-25 07:15:00,22.640321257278387
2026-02-25 07:20:00,22.48741484308499
2026-02-25 07:25:00,22.338190767491977
2026-02-25 07:30:00,22.19291729875482
2026-02-25 07:35:00,22.05184807452043
2026-02-25 07:40:00,21.915220753425295
2026-02-25 07:45:00,21.78325580198096
2026-02-25 07:50:00,21.656155422398207
2026-02-25 07:55:00,21.53410262936703
2026-02-25 08:00:00,21.417260479589263
2026-02-25 08:05:00,21.305771460215787
2026-02-25 08:10:00,21.199757036032867
2026-02-25 08:15:00,21.099317358485212
2026-02-25 08:20:00,21.00453113698617
2026-02-25 08:25:00,20.91545566972661
2026-02-25 08:30:00,20.832127032883385
2026-02-25 08:35:00,20.754560423981992
2026-02-25 08:40:00,20.682750654348983
2026-02-25 08:45:00,20.616672785426957
2026-02-25 08:50:00,20.556282900591295
2026-02-25 08:55:00,20.5015190056386
2026-02-25 09:00:00,20.452302047740517
2026-02-25 09:05:00,20.408537043669813
2026-02-25 09:10:00,20.370114305975147
2026-02-25 09:15:00,20.336910756359444
2026-02-25 09:20:00,20.308791313419412
2026-02-25 09:25:00,20.285610342772316
2026-02-25 09:30:00,20.26721315648205
2026-02-25 09:35:00,20.253437548455295
2026-02-25 09:40:00,20.24411535299282
2026-02-25 09:45:00,20.23907401198086
2026-02-25 09:50:00,20.23813813862554
2026-02-25 09:55:00,20.24113106355244
2026-02-25 10:00:00,20.2478763507821
2026-02-25 10:05:00,20.258199270868896
2026-02-25 10:10:00,20.271928219083325
2026-02-25 10:15:00,20.28889606715503
2026-02-25 10:20:00,20.308941437648922
2026-02-25 10:25:00,20.33190989088819
2026-02-25 10:30:00,20.35765501501362
2026-02-25 10:35:00,20.386039411087744
2026-02-25 10:40:00,20.41693556533535
2026-02-25 10:45:00,20.45022660269548
2026-02-25 10:50:00,20.485806915731242
2026-02-25 10:55:00,20.523582665185582
2026-02-25 11:00:00,20.56347214913753
2026-02-25 11:05:00,20.605406038068814
2026-02-25 11:10:00,20.64932747624356
2026-02-25 11:15:00,20.695192049232123
2026-02-25 11:20:00,20.74296761884089
2026-02-25 11:25:00,20.79263402933867
2026-02-25 11:30:00,20.844182687534897
2026-02-25 11:35:00,20.897616022986377
2026-02-25 11:40:00,20.95294683328167
2026-02-25 11:45:00,21.010197522273664
2026-02-25 11:50:00,21.06939923869083
2026-02-25 11:55:00,21.13059092409754
2026-02-25 12:00:00,21.193818280080684
2026-02-25 12:05:00,21.25913266457799
2026-02-25 12:10:00,21.32658992849316
2026-02-25 12:15:00,21.396249204072284
2026-02-25 12:20:00,21.46817165683782
2026-02-25 12:25:00,21.54241921283068
2026-02-25 12:30:00,21.61905327523827
2026-02-25 12:35:00,21.698133439985877
2026-02-25 12:40:00,21.779716225903954
2026-02-25 12:45:00,21.863853829862514
2026-02-25 12:50:00,21.95059292012101
2026-02-25 12:55:00,22.039973478791605
2026-02-25 13:00:00,22.132027706107973
2026-02-25 13:05:00,22.22677899649015
2026-02-25 13:10:00,22.324240997293998
2026-02-25 13:15:00,22.424416759659188
2026-02-25 13:20:00,22.527297990330666
2026-02-25 13:25:00,22.632864412337426
2026-02-25 13:30:00,22.74108324217012
2026-02-25 13:35:00,22.85190878882642
2026-02-25 13:40:00,22.965282179994702
2026-02-25 13:45:00,23.0811312197822
2026-02-25 13:50:00,23.199370379457058
2026-02-25 13:55:00,23.319900924371403
2026-02-25 14:00:00,23.442611177128466
2026-02-25 14:05:00,23.56737691443642
2026-02-25 14:10:00,23.694061898661847
2026-02-25 14:15:00,23.82251853854752
2026-02-25 14:20:00,23.952588676188036
2026-02-25 14:25:00,24.084104493359224
2026-02-25 14:30:00,24.21688953238756
2026-02-25 14:35:00,24.35075982263578
2026-02-25 14:40:00,24.485525104304593
2026-02-25 14:45:00,24.62099014105819
2026-02-25 14:50:00,24.75695610827554
2026-02-25 14:55:00,24.893222049809737
2026-02-25 15:00:00,25.02958638748866
2026-02-25 15:05:00,25.165848473629815
2026-02-25 15:10:00,25.301810172085982
2026-02-25 15:15:00,25.43727745547181
2026-02-25 15:20:00,25.572062003557523
2026-02-25 15:25:00,25.70598279053558
2026-02-25 15:30:00,25.838867646967927
2026-02-25 15:35:00,25.970554780762253
2026-02-25 15:40:00,26.100894246086707
2026-02-25 15:45:00,26.229749345415808
2026-02-25 15:50:00,26.356997951641095
2026-02-25 15:55:00,26.48253373762092
2026-02-25 16:00:00,26.606267302045243
2026-02-25 16:05:00,26.728127179419488
2026-02-25 16:10:00,26.84806072401386
2026-02-25 16:15:00,26.966034858919
2026-02-25 16:20:00,27.082036679458795
2026-02-25 16:25:00,27.196073906518336
2026-02-25 16:30:00,27.308175180568075
2026-02-25 16:35:00,27.418390192313183
2026-02-25 16:40:00,27.52678964654761
2026-02-25 16:45:00,27.63346505495413
2026-02-25 16:50:00,27.73852835731457
2026-02-25 16:55:00,27.84211137108433
2026-02-25 17:00:00,27.944365070654698
2026-02-25 17:05:00,28.045458697488222
2026-02-25 17:10:00,28.145578707280762
2026-02-25 17:15:00,28.244927557633634
2026-02-25 17:20:00,28.343722343760785
2026-02-25 17:25:00,28.442193289340832
2026-02-25 17:30:00,28.54058210184644
2026-02-25 17:35:00,28.63914020322582
2026-02-25 17:40:00,28.738126845397023
2026-02-25 17:45:00,28.837807125556612
2026-02-25 17:50:00,28.93844991087119
2026-02-25 17:55:00,29.040325690612047
2026-02-25 18:00:00,29.143704367138096
2026-02-25 18:05:00,29.248853003313254
2026-02-25 18:10:00,29.35603354117805
2026-02-25 18:15:00,29.465500508550164
2026-02-25 18:20:00,29.57749873061622
2026-02-25 18:25:00,29.692261061794387
2026-02-25 18:30:00,29.810006157570385
2026-02-25 18:35:00,29.93093629914457
2026-02-25 18:40:00,30.055235291294306
2026-02-25 18:45:00,30.183066447081547
2026-02-25 18:50:00,30.314570676599484
2026-02-25 18:55:00,30.449864693529094
2026-02-25 19:00:00,30.589039355697448
2026-02-25 19:05:00,30.732158152057025
2026-02-25 19:10:00,30.87925584914717
2026-02-25 19:15:00,31.03033730991072
2026-02-25 19:20:00,31.185376492518724
2026-02-25 19:25:00,31.34431564313952
2026-02-25 19:30:00,31.50706468634612
2026-02-25 19:35:00,31.673500823356676
2026-02-25 19:40:00,31.843468341705226
2026-02-25 19:45:00,32.01677864090711
2026-02-25 19:50:00,32.19321047722569
2026-02-25 19:55:00,32.3725104264898
2026-02-25 20:00:00,32.55439356821715
2026-02-25 20:05:00,32.73854438376238
2026-02-25 20:10:00,32.92461787005324
2026-02-25 20:15:00,33.11224086033957
2026-02-25 20:20:00,33.30101354648668
2026-02-25 20:25:00,33.49051119533152
2026-02-25 20:30:00,33.680286047533826
2026-02-25 20:35:00,33.86986939082824
2026-02-25 20:40:00,34.05877379323991
2026-02-25 20:45:00,34.24649548514181
2026-02-25 20:50:00,34.43251687217106
2026-02-25 20:55:00,34.616309168254126
2026-02-25 21:00:00,34.79733512817339
2026-02-25 21:05:00,34.97505186526479
2026-02-25 21:10:00,35.14891373492091
2026-02-25 21:15:00,35.318375265941455
2026-02-25 21:20:00,35.48289412148285
2026-02-25 21:25:00,35.64193406845669
2026-02-25 21:30:00,35.79496793962069
2026-02-25 21:35:00,35.94148056444858
2026-02-25 21:40:00,36.08097165356784
2026-02-25 21:45:00,36.21295861583262
2026-02-25 21:50:00,36.336979288972884
2026-02-25 21:55:00,36.45259456745353
