timestamp,expected_latency_ms,predicted_latency_ms,packet_loss_pct
2026-02-24 06:05:00,26.650557,25.586918,0.2969287130352106
2026-02-24 06:10:00,25.08093,25.649857,0.271081862555295
2026-02-24 06:15:00,26.452993,25.428802,0.2137494786887351
2026-02-24 06:20:00,24.373314,25.49252,0.2076237400753312
2026-02-24 06:25:00,25.137737,25.188082,0.2082160992456538
2026-02-24 06:30:00,27.079102,25.09202,0.2770166621579398
2026-02-24 06:35:00,23.70501,25.368393,0.1978629572798883
2026-02-24 06:40:00,22.67613,24.979902,0.2728346666547352
2026-02-24 06:45:00,24.634974,24.56087,0.2597985179358906
2026-02-24 06:50:00,24.95193,24.51345,0.2849438778729484
2026-02-24 06:55:00,23.741158,24.520788,0.2752204961892768
2026-02-24 07:00:00,25.120956,24.324139,0.2499555977011535
2026-02-24 07:05:00,22.936823,24.385063,0.1576288539789878
2026-02-24 07:10:00,23.361555,24.0702,0.2493854813424668
2026-02-24 07:15:00,23.649343,23.895351,0.2253638425843902
2026-02-24 07:20:00,23.371052,23.791866,0.2016374342226224
2026-02-24 07:25:00,25.497272,23.658833,0.2780295582918012
2026-02-24 07:30:00,23.257385,23.899433,0.2082450900390439
2026-02-24 07:35:00,21.989254,23.688051,0.1895866321371782
2026-02-24 07:40:00,23.282581,23.329498,0.2623826915504636
2026-02-24 07:45:00,23.981619,23.257181,0.1919917829533307
2026-02-24 07:50:00,23.466822,23.317156,0.1825977601565606
2026-02-24 07:55:00,23.259192,23.26981,0.156440968411238
2026-02-24 08:00:00,19.379728,23.190975,0.1687775964887052
2026-02-24 08:05:00,17.580992,22.552208,0.1711959812353751
2026-02-24 08:10:00,23.880766,21.994469,0.2307846801654234
2026-02-24 08:15:00,22.35618,22.186611,0.1556100531710865
2026-02-24 08:20:00,21.473553,22.195242,0.1165336995796884
2026-02-24 08:25:00,22.593527,22.017715,0.2124879428287657
2026-02-24 08:30:00,24.59548,22.021498,0.1690595729904052
2026-02-24 08:35:00,23.630857,22.419426,0.1956393731107937
2026-02-24 08:40:00,22.775414,22.547916,0.2529039092938378
2026-02-24 08:45:00,19.547018,22.450089,0.1972788724269946
2026-02-24 08:50:00,19.685787,21.757595,0.2608973806000378
2026-02-24 08:55:00,16.836432,21.35893,0.1888443169830211
2026-02-24 09:00:00,21.894424,20.765873,0.2362123892422061
2026-02-24 09:05:00,22.629429,20.95431,0.1652959506238196
2026-02-24 09:10:00,22.698593,21.308683,0.1938499521796963
2026-02-24 09:15:00,21.757298,21.569931,0.1461373188671896
2026-02-24 09:20:00,20.284208,21.547146,0.1506426547170085
2026-02-24 09:25:00,19.527214,21.21561,0.1763764896983868
2026-02-24 09:30:00,19.02707,20.864845,0.1259518184354192
2026-02-24 09:35:00,20.099434,20.569736,0.1922012861080612
2026-02-24 09:40:00,18.66541,20.53864,0.1707453252049418
2026-02-24 09:45:00,23.266708,20.29733,0.1943105732548979
2026-02-24 09:50:00,18.02486,20.936953,0.1240916416585412
2026-02-24 09:55:00,19.864664,20.426552,0.2142400281332542
2026-02-24 10:00:00,16.872322,20.357601,0.2585778548728321
2026-02-24 10:05:00,20.635765,19.878225,0.2486489496939659
2026-02-24 10:10:00,20.098806,20.099653,0.267047233675347
2026-02-24 10:15:00,19.471071,20.230139,0.1829442560742742
2026-02-24 10:20:00,18.470173,20.176155,0.1648906314357208
2026-02-24 10:25:00,20.041922,19.958416,0.2024444074690604
2026-02-24 10:30:00,19.097536,20.078333,0.1695883770143703
2026-02-24 10:35:00,19.779387,20.010174,0.1018411612343912
2026-02-24 10:40:00,23.3322,20.070133,0.2169293954156095
2026-02-24 10:45:00,20.293344,20.889603,0.1694604826616952
2026-02-24 10:50:00,20.90616,20.789944,0.1139729327850646
2026-02-24 10:55:00,19.213907,20.820713,0.1571739389798267
2026-02-24 11:00:00,18.676739,20.471016,0.1706123396620263
2026-02-24 11:05:00,19.981596,20.15342,0.1808074448107269
2026-02-24 11:10:00,24.291203,20.215326,0.1815334050407707
2026-02-24 11:15:00,19.56336,21.296276,0.2422990428337608
2026-02-24 11:20:00,20.687433,20.902325,0.1229888711148849
2026-02-24 11:25:00,18.689249,20.861904,0.1744538755634719
2026-02-24 11:30:00,15.441626,20.411503,0.1421211363276364
2026-02-24 11:35:00,18.814445,19.633217,0.2386230240574925
2026-02-24 11:40:00,24.239431,19.659641,0.1572975587332233
2026-02-24 11:45:00,21.242931,20.795498,0.1676045663411767
2026-02-24 11:50:00,23.062344,21.011768,0.2308732461203997
2026-02-24 11:55:00,19.727087,21.565498,0.2438577309294927
2026-02-24 12:00:00,16.360464,21.055632,0.2511624075751048
2026-02-24 12:05:00,18.534527,20.058924,0.1116510086560934
2026-02-24 12:10:00,21.1499,19.890213,0.2080639156961222
2026-02-24 12:15:00,20.937872,20.28621,0.1992743072230338
2026-02-24 12:20:00,20.578493,20.558765,0.1856443381051538
2026-02-24 12:25:00,19.76036,20.643986,0.1918193606417471
2026-02-24 12:30:00,22.328127,20.507458,0.2476012988181404
2026-02-24 12:35:00,19.950369,20.991785,0.237438620875894
2026-02-24 12:40:00,21.401182,20.780003,0.2320663359136273
2026-02-24 12:45:00,21.288338,20.9586,0.2020615382244308
2026-02-24 12:50:00,20.411327,21.073328,0.296013668984585
2026-02-24 12:55:00,19.624155,20.934189,0.1769367495209847
2026-02-24 13:00:00,20.48351,20.666725,0.1234146794438585
2026-02-24 13:05:00,24.485733,20.687223,0.1854050444188692
2026-02-24 13:10:00,23.285295,21.733818,0.2011866466828731
2026-02-24 13:15:00,23.225258,22.231941,0.2585179031281974
2026-02-24 13:20:00,20.252932,22.530735,0.1782049117811016
2026-02-24 13:25:00,19.247984,21.804483,0.2246660889230897
2026-02-24 13:30:00,23.660995,21.125134,0.1374834110929386
2026-02-24 13:35:00,23.442675,21.822592,0.2540580681257114
2026-02-24 13:40:00,22.24817,22.339867,0.2099390034885989
2026-02-24 13:45:00,21.497818,22.343426,0.1957447824396954
2026-02-24 13:50:00,19.754475,22.107685,0.3058334326540631
2026-02-24 13:55:00,23.835709,21.523476,0.2596275195498188
2026-02-24 14:00:00,24.49795,22.168547,0.1662940548296856
2026-02-24 14:05:00,21.449844,22.892517,0.2098013948942066
2026-02-24 14:10:00,21.432995,22.494629,0.3395265572724179
2026-02-24 14:15:00,24.9666,22.214985,0.3071373604633719
2026-02-24 14:20:00,21.895218,23.002775,0.261351838547584
2026-02-24 14:25:00,26.14253,22.718058,0.1384578672733319
2026-02-24 14:30:00,23.066565,23.76059,0.2833061385466193
2026-02-24 14:35:00,22.730646,23.588844,0.1965873447234363
2026-02-24 14:40:00,23.60229,23.348164,0.2865663806147801
2026-02-24 14:45:00,23.008028,23.462051,0.1963506095423234
2026-02-24 14:50:00,25.721384,23.404572,0.2527549735699897
2026-02-24 14:55:00,25.45598,24.131842,0.2038553150927211
2026-02-24 15:00:00,25.944853,24.619932,0.2182533361413199
2026-02-24 15:05:00,24.555344,25.130846,0.2645543228844162
2026-02-24 15:10:00,23.613998,25.079008,0.1791802466841727
2026-02-24 15:15:00,24.524012,24.809557,0.3472844258951539
2026-02-24 15:20:00,23.966766,24.899933,0.196314374633867
2026-02-24 15:25:00,27.336031,24.855131,0.1958291360277209
