timestamp,expected_latency_ms,predicted_latency_ms,packet_loss_pct,threshold_ms,breach_ms,severity_ratio,incident_report,mock_request_payload
2026-02-24 22:25:00,35.519646,35.058727,0.3500074559843652,35.0,0.05872699999999753,1.0016779142857142,"At 2026-02-24 22:25:00, forecast latency rose to 35.1 ms versus an expected 35.5 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 22:25:00\nExpected latency: 35.52 ms\nPredicted latency: 35.06 ms\nPacket loss: 0.35%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 22:30:00,36.335396,35.189606,0.3912576267086424,35.0,0.18960599999999772,1.0054173142857141,"At 2026-02-24 22:30:00, forecast latency rose to 35.2 ms versus an expected 36.3 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 22:30:00\nExpected latency: 36.34 ms\nPredicted latency: 35.19 ms\nPacket loss: 0.39%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 22:35:00,31.474651,35.547985,0.3626270391397189,35.0,0.5479849999999971,1.0156567142857142,"At 2026-02-24 22:35:00, forecast latency rose to 35.5 ms versus an expected 31.5 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 22:35:00\nExpected latency: 31.47 ms\nPredicted latency: 35.55 ms\nPacket loss: 0.36%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 22:55:00,38.13889,35.146553,0.2979915789193507,35.0,0.14655299999999727,1.0041872285714284,"At 2026-02-24 22:55:00, forecast latency rose to 35.1 ms versus an expected 38.1 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 22:55:00\nExpected latency: 38.14 ms\nPredicted latency: 35.15 ms\nPacket loss: 0.30%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 23:00:00,37.88717,36.195396,0.3907101955113993,35.0,1.1953960000000023,1.0341541714285716,"At 2026-02-24 23:00:00, forecast latency rose to 36.2 ms versus an expected 37.9 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 23:00:00\nExpected latency: 37.89 ms\nPredicted latency: 36.20 ms\nPacket loss: 0.39%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 23:05:00,35.48868,36.865826,0.3687946972379527,35.0,1.8658259999999984,1.0533093142857142,"At 2026-02-24 23:05:00, forecast latency rose to 36.9 ms versus an expected 35.5 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 23:05:00\nExpected latency: 35.49 ms\nPredicted latency: 36.87 ms\nPacket loss: 0.37%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 23:10:00,34.53711,36.3423,0.4621785151198737,35.0,1.3423000000000016,1.0383514285714286,"At 2026-02-24 23:10:00, forecast latency rose to 36.3 ms versus an expected 34.5 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 23:10:00\nExpected latency: 34.54 ms\nPredicted latency: 36.34 ms\nPacket loss: 0.46%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 23:15:00,33.31867,35.58356,0.329310121555339,35.0,0.5835599999999985,1.0166731428571427,"At 2026-02-24 23:15:00, forecast latency rose to 35.6 ms versus an expected 33.3 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 23:15:00\nExpected latency: 33.32 ms\nPredicted latency: 35.58 ms\nPacket loss: 0.33%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 23:50:00,36.313766,35.275833,0.3623094327934021,35.0,0.27583299999999866,1.007880942857143,"At 2026-02-24 23:50:00, forecast latency rose to 35.3 ms versus an expected 36.3 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 23:50:00\nExpected latency: 36.31 ms\nPredicted latency: 35.28 ms\nPacket loss: 0.36%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
2026-02-24 23:55:00,34.13367,35.620804,0.4176391916754341,35.0,0.6208039999999997,1.0177372571428571,"At 2026-02-24 23:55:00, forecast latency rose to 35.6 ms versus an expected 34.1 ms, indicating a clear performance degradation. Users are likely to see slower response times and intermittent failures on latency-sensitive flows. Mitigate by rerouting or rate-limiting affected traffic immediately, then investigate correlated interface errors and upstream congestion signals.","{""model"": ""gpt-4o-mini"", ""input"": [{""role"": ""system"", ""content"": ""You write concise incident reports.""}, {""role"": ""user"", ""content"": ""You are an AIOps incident analyst. Write exactly 3 short sentences. Sentence 1: summarize what happened and when. Sentence 2: assess likely impact to users/services. Sentence 3: give one concrete mitigation and one follow-up investigation.\n\nTimestamp: 2026-02-24 23:55:00\nExpected latency: 34.13 ms\nPredicted latency: 35.62 ms\nPacket loss: 0.42%""}], ""max_output_tokens"": 180, ""temperature"": 0.2}"
